entity	index	name	label	actorOrService	hierarchy	description	originalAlternativeName	type	nistDomain	cimZone	euWp1ActorOrRole	euWp1RelatedRole	euWp1FunctionOrService
entity:SheddableLoads-1107	1107	Sheddable Loads	Sheddable Loads	Role	Logical	Individual loads that may be shed or controlled to reduce power demand.		Device	Customer	Customer			
entity:ShortCircuitAnalysis-1108	1108	Short Circuit Analysis	Short Circuit Analysis	Service	Conceptual	This service manages the analysis of short circuits within distribution systems		Business Service	Distribution				
entity:ShortTermLoadForecasts--1109	1109	Short Term Load Forecasts:	Short Term Load Forecasts:	Service	Conceptual	This service manages short term load forecasting		Business Service	Distribution				
entity:SimpleExternalConsumerDisplay-1110	1110	Simple external consumer display	Simple external consumer display	System		Display providing accurate information on consumption, tariffs and so on in order to increase consumer awareness.							
entity:SimpleExternalConsumerDisplay-1111	1111	Simple external consumer display	Simple external consumer display	-									
entity:SimulateMarket-1112	1112	simulate market	simulate market	Service	Conceptual	Provide mechanisms to simulate the power market		Business Service	Market				
entity:SimulatePowerFlow-1113	1113	simulate power flow	simulate power flow	Service	Conceptual	provide simulation mechanisms to analyze power flow of the electric grid		Business Service	Market				
entity:SimulateSystem-1114	1114	simulate system	simulate system	Service	Conceptual	shall manage a mechanism to create on demand digital simulations of the system		Business Service	Transmission				
entity:SimulateSystem-1115	1115	Simulate system	Simulate system	Service	Conceptual	Provide simulation of the electrical power system		Business Service	Operations				
entity:SmartAppliance-whiteGoods--1116	1116	Smart appliance (white goods)	Smart appliance (white goods)	-		An example of a smart device is a smart white goods appliance which is an appliance that has the capability to act in response to a signal from the grid and thereby optimize its behaviour towards the energy supply network. The signal can be received from a utility or a third party energy service provider directly or via a home energy management system. The signal can be information like the cost of energy or the amount of availablerenewable energy, or it can be a Demand Respond signal (delay load signal or other related information) that the appliance must receive, interpret and react upon based on pre-set or active consumer input. The smart appliance is not guaranteed to respond, but will do so based on its status and user settings in order to ensure the expected performance.The consumer has the ultimate control of the appliance and can override any specific mode (e.g. override a delay to allow immediate operation, limit delays to no more than a certain number of hours, or maintain a set room temperature). Any appliance operation settings or modes shall be easy for an average, non-technical consumer to activate or implement.							
entity:SmartAppliance-WhiteGoods--1117	1117	Smart appliance (White goods)	Smart appliance (White goods)	-		0.0							
entity:SmartApplianceGenerator-ExternalActor--1118	1118	Smart appliance Generator ( external actor)	Smart appliance Generator ( external actor)	-		The smart appliance with integrated EM, directly receiving data from the grid, through the SGCP. The appliance may contain of be connected to a Plug in electricity meters that measures individual appliance consumption or output. Since the smart appliance / generator is outside the scope of the SGCG, it must be seen as an external actor  							
entity:SmartAppliances-1119	1119	Smart appliances	Smart appliances	-		-							
entity:SmartDevice-1120	1120	smart device	smart device	-		A smart device may be an appliance, generator or storage device (Local storage devices include direct and functional electricity storages such as electrochemical batteries, heat pumps and micro CHP such as fuel cells with heat buffers, air conditioning and cooling devices with thermal inertia, etc…). The smart device can receive data directly from the grid, though an interface with the CEM and can react to commands and signals from the grid in an intelligent way. Since the smart device is outside the scope of the SGCG, it must be seen as an external actor							
entity:SmartDevice-1121	1121	Smart device	Smart device	-		0.0							
entity:SmartDevice-1122	1122	Smart Device	Smart Device	-		A smart device may be an appliance, generator or storage device (Local storage devices include direct and functional electricity storages such as electrochemical batteries, heat pumps and micro CHP such as fuel cells with heat buffers, air conditioning and cooling devices with thermal inertia, etcâ€¦). The smart device can receive data directly from the grid, though an interface with the CEM and can react to commands and signals from the grid in an intelligent way.  Since the smart device is outside the scope of the SGCG, it must be seen as an external actor 							
entity:SmartMeter-1123	1123	Smart Meter	Smart Meter	Actor	Logical	Smart Meter is a device used to measure watts, vars, var-hours, volt-amperes, or volt-ampere-hours. When part of an Smart Grid infrastructure its includes communcations capabiltities that allow it to particpate in monitoring and control - including Demand/Response and Load Management System programs. Can be composed of components for incremental action		Device	Customer				
entity:SmartMeter-1124	1124	Smart meter	Smart meter	-		The metering end device is a combination of the following meter-related functions from the Smart Metering reference architecture: â€¢  Metrology functions including the conventional meter display (register or index) that are under legal metrological control. When under metrological control, these functions shall meet the essential requirements of the MID; â€¢    One or more additional functions not covered by the MID. These may also make use of the display; â€¢    Meter communication functions.  							
